advertised_rent,posted_to_website,posted_to_internet,property,property_name,amenities,lockbox_enabled,affordable_program,address,street,street2,city,state,zip,unit,unit_tags,unit_type,bed_and_bath,sqft,unit_status,rent_ready,days_vacant,last_rent,schd_rent,new_rent,last_move_in,last_move_out,available_on,next_move_in,description,amenities_price,computed_market_rent,ready_for_showing_on,unit_turn_target_date,property_id,unit_id,contact
1750,Yes,Yes,"5409 Dolores Place (Service Fee) - 5409 Dolores Place Denton, TX 76208",5409 Dolores Place (Service Fee),,No,,"5409 Dolores Place Denton, TX 76208",5409 Dolores Place,,Denton,TX,76208,5409 Dolores Place (Service Fee),,,3/2.50,1475,Vacant-Unrented,No,5,1950,1750,,2023-06-07,2026-05-31,2026-06-10,,"Currently occupied with tenants, (Amanda Babcock - (940) 231-6485) . Please call or text our current residents to schedule a showing. They will allow scheduling a showing. If they don't allow it, it will be available only after a tenant moves out.

3 Bedroom, 2.5 Bath Town Home for Lease in Denton! Open First Floor with Large Kitchen Island. Half Bath Downstairs with All Three Bedrooms and Two Full Bathrooms Upstairs. ! Minutes Away from Lewisville Lake! Quick, Easy Access to Parks, Community pool, Schools, Shopping and I-35E and I-35W! 

- Home is available From June 10th.
- Pets are welcome ($500 refundable per pet)
- HOA is paid by owners.
- Washer-dryer and refrigerator available.
- This House has two garage
- No housing vouchers, no section 8
- Longer lease is preferred
- $55 per adult application fee
- Apply at vprealtyservices.com
- Application has to be online only at VP Realty, No Tar applications
- Mention your broker name and number in online application if applicable

If you don't see home on VP Realty website then it means it is leased.
Text 214 597 0294 or leave VM for a live agent

This is the link for the application process and qualification criteria
https://tinyurl.com/ycksezpk",0,1750,2026-06-09,2026-06-10,553,"BusinessHomes TX LLC (S) (Raj, Pranitha)",Sana Saiyed: sana@vprealtyservices.com: 903-225-9627 (#5)
1695,No,No,"5421 Dolores Place(Service fee) - 5421 Dolores Place Denton, TX 76208",5421 Dolores Place(Service fee),,Yes,,"5421 Dolores Place Denton, TX 76208",5421 Dolores Place,,Denton,TX,76208,5421 Dolores Place(Service fee),,,3/2.50,1475,Vacant-Rented,Yes,13,1700,1695,1695,2024-11-15,2026-05-31,,2026-06-15,,0,1695,2026-06-10,2026-06-10,556,872,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2495,No,No,"5530 Agalinis Ave - 5530 Agalinis Ave Royse city, TX 75189",5530 Agalinis Ave,,No,,"5530 Agalinis Ave Royse city, TX 75189",5530 Agalinis Ave,,Royse city,TX,75189,5530 Agalinis Ave,,,4/2.50,2726,Vacant-Unrented,No,74,2700,2495,,2024-09-15,2026-03-31,2026-04-10,,,0,2495,2026-04-10,2026-04-10,1739,1506,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2195,No,No,"569 Spruce Trail Forney, TX 75126 (City and HOA Reg must) - 569 Spruce Trail Forney, TX 75126","569 Spruce Trail Forney, TX 75126 (City and HOA Reg must)",,No,,"569 Spruce Trail Forney, TX 75126",569 Spruce Trail,,Forney,TX,75126,"569 Spruce Trail Forney, TX 75126 (City and HOA Reg must)",,,3/2.50,2207,Vacant-Rented,Yes,13,2832,2195,2195,2022-09-15,2026-05-31,,2026-06-15,,0,2195,2026-06-05,2026-06-10,429,746,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2395,Yes,Yes,"5928 Mustang Creek Ln - 5928 Mustang Creek Lane Celina, TX 75009",5928 Mustang Creek Ln,,No,,"5928 Mustang Creek Lane Celina, TX 75009",5928 Mustang Creek Lane,,Celina,TX,75009,5928 Mustang Creek Ln,,,3/2.50,1900,Vacant-Unrented,Yes,60,,2395,,,,2026-06-07,,"Anjali, 972-591-8075, anjali@vprealtyservices.com",0,2395,2026-04-15,,1756,"Bhardwaj, Rahul",Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075 (#11)
2850,No,No,"5956 Revere Drive Aubrey, TX 76227","5956 Revere Drive Aubrey, TX 76227",,No,,"5956 Revere Drive Aubrey, TX 76227",5956 Revere Drive,,Aubrey,TX,76227,5956 Revere Drive,,,4/3.50,2767,Vacant-Unrented,No,49,3135,2850,,2024-04-01,2026-04-25,2026-05-05,,"Currently occupied by the owner, for showings call owner on (972)-646-0025. If you have an agent you can schedule the appointment with Broker Bay (800 257-1242).

Cambridge floor plan 2767 square feet, 4 bedroom, 3.5 bath, all bedrooms upstairs, with an open kitchen down stairs along with a formal dining. Kitchen appliances have been upgraded and are whirlpool appliances, along with quartz countertops, 42 inch cabinets in the kitchen and a beautiful backsplash to match. The primary bedroom has a balcony off of the back of the home with the most breath taking view on the property. Along with a separate garden tub and shower and very spacious closet in the primary bath. The backyard is very spacious and this home is a premium corner lot with a lot of space next door as well for entertainment if needed!!

- Available immediately  
- Homeowners' Association (HOA) fees are covered by the owners
- Tenants Need to bring Washer-Dryer-Refrigerator 
- No housing vouchers or Section 8
- Application fee of $65 per adult
- Apply online at vprealtyservices.com (No TAR applications)
- Please mention your broker's name and number in the online application if applicable

(PET POLICY):
- Pets are welcome. The pet deposit is $600 refundable per pet.

(REQUIREMENT):
- The Credit requirement is on a case-by-case basis. If the credit scores are lower then more deposits may be needed
- Rental history, income, background, and credit history will be verified
- Monthly income must be at least 3 times the monthly rent.

(DEPOSIT):
- The deposit is a minimum of one month's rent, subject to case-by-case evaluation and credit assessment.
- Qualification in the slides below

Please note: If the home is not listed on the VP Realty website, it means it has been leased.

Questions for this home:
Call Nishant: +1 (903) 213-3818 or Email: nishant@vprealtyservices.com
Leasing Number: +1 (214) 597-0294

To begin the application process and review the qualification criteria, please visit the following link:
https://tinyurl.com/ycksezpk

Don't miss out on this incredible opportunity to secure this beautiful new home. Apply now and make it yours!",0,2850,2026-05-05,2026-05-05,1654,1422,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2145,No,No,"6033 Hightower Street Celina, TX 76227","6033 Hightower Street Celina, TX 76227",,No,,"6033 Hightower Street Celina, TX 76227",6033 Hightower Street,,Celina,TX,76227,6033 Hightower Street,,,4/2.00,2010,Vacant-Unrented,No,74,2145,2145,,2024-12-25,2026-03-31,2026-04-10,,,0,2145,2026-04-10,2026-04-10,1806,1572,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1695,No,No,"604 Indian Creek Anna, TX 75409","604 Indian Creek Anna, TX 75409",,No,,"604 Indian Creek Anna, TX 75409",604 Indian Creek,,Anna,TX,75409,604 Indian Creek,,,3/2.00,1635,Vacant-Unrented,Yes,0,,1695,,,,2026-01-16,,,0,1695,,,2013,1778,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2250,No,No,"608 Stud Drive Aubrey, TX 76227","608 Stud Drive Aubrey, TX 76227",,Yes,,"608 Stud Drive Aubrey, TX 76227",608 Stud Drive,,Aubrey,TX,76227,608 Stud Drive,,,4/2.00,2062,Vacant-Rented,Yes,0,,2250,2250,,,,2026-06-20,,0,2250,2026-04-20,,2049,1814,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2095,No,No,"612 Mare Drive, Aubrey, Texas 76227 - 612 Mare Drive Aubrey, TX 76227","612 Mare Drive, Aubrey, Texas 76227",,No,,"612 Mare Drive Aubrey, TX 76227",612 Mare Drive,,Aubrey,TX,76227,"612 Mare Drive, Aubrey, Texas 76227",,,4/2.00,2062,Vacant-Unrented,No,163,2070,2095,,2025-12-16,2026-01-01,2026-01-11,,,0,2095,2026-01-11,2026-01-11,1987,1753,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3895,No,No,"6128 Mulberry Creek Celina, TX 75009","6128 Mulberry Creek Celina, TX 75009",,No,,"6128 Mulberry Creek Celina, TX 75009",6128 Mulberry Creek,,Celina,TX,75009,6128 Mulberry Creek,,,5/4.50,3725,Vacant-Unrented,Yes,0,,3895,,,,2024-10-28,,,0,3895,2025-01-14,,1791,1557,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2395,No,No,"613 Grenada Lake Dr Princeton, TX 75407","613 Grenada Lake Dr Princeton, TX 75407",,No,,"613 Grenada Lake Dr Princeton, TX 75407",613 Grenada Lake Dr,,Princeton,TX,75407,613 Grenada Lake Dr,,,4/3.00,2395,Vacant-Unrented,No,561,2634.5,2395,,2023-08-01,2024-11-29,2024-12-09,,"This home is a ready-to-move new-build house. The home is available Immediately. You can apply, and we can secure a lease. for showing call owner Gaurav Mehta at +1 (925) 789-8533. 

This exquisite residence is a true gem, offering an unparalleled living experience. Situated on a picturesque corner lot, this never-before-rented, newly constructed home is sure to captivate you. The property features a spacious back garden, providing a serene oasis for your relaxation and refreshment.

(PROPERTY DETAILS):

- Brand new construction, never rented before
- 4 bedrooms and 3 baths
- 1 spacious living area
- 1 elegant dining area
- The Monroe floor plan showcases a stunning open first-floor gathering room and island kitchen
- Upstairs loft for additional versatility
- Luxurious suite for ultimate comfort
- Upgraded features include quartz countertops, stainless steel appliances, and luxurious vinyl plank flooring
- Princeton Independent School District
- Convenient access to Hwy 380, Hwy 75, and the Sam Rayburn Tollway (Hwy 121)
- Close proximity to Lavon Lake, JM Caldwell Sr. Community Park, and Westgate Shopping Center
- Multiple retail and dining options are located just 11 miles away in McKinney
- Major employers and opportunities nearby
- Fiber network provides up to Gigabit Internet speeds

This home is thoughtfully designed to offer both style and functionality, ensuring a comfortable and contemporary living space. The modern finishes and attention to detail throughout create an ambiance of sophistication and luxury.

(KEY DETAILS):

- The home is available Immediately.
- Homeowners' Association (HOA) fees are covered by the owners
- Washer, dryer, and refrigerator need to be provided by the tenant
- No housing vouchers or Section 8
- Longer lease terms are preferred
- Application fee of $55 per adult
- Apply online at vprealtyservices.com (No TAR applications)
- Please mention your broker's name and number in the online application if applicable

(REQUIREMENT):

- The Credit requirement is on a case-by-case basis. If the credit scores are lower then more deposits may be needed
- Rental history, income, background, and credit history will be verified
- Monthly income must be at least 3 times the monthly rent.

(DEPOSIT):

- The deposit is a minimum of one month's rent, subject to case-by-case evaluation and credit assessment.

Please note: If the home is not listed on the VP Realty website, it means it has been leased.

Questions for this home:
Call Jay Rupareliya: +1 (972) 591-8553 or Email: jay_r@vprealtyservices.com
Leasing Number: +1 (214) 597-0294

To begin the application process and review the qualification criteria, please visit the following link:
https://tinyurl.com/ycksezpk

Don't miss out on this incredible opportunity to secure this beautiful new home. Apply now and make it yours!",0,2395,2024-12-09,2024-12-09,1518,1286,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1095,No,No,"615 Senda Irving, TX 75039","615 Senda Irving, TX 75039",,No,,"615 Senda Irving, TX 75039",615 Senda,,Irving,TX,75039,615 Senda,,,1/1.00,2107,Vacant-Unrented,Yes,0,,1095,,,,2025-02-27,,,0,1095,2025-02-27,,1853,1619,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2395,No,No,"623 Colgate Circle Princeton, TX 75407","623 Colgate Circle Princeton, TX 75407","Kitchen Island, Granite Countertops, Walk-in Pantry, Built-in Cabinets, Dual Sinks, Game Room, Covered Patio/Porch, Built-in Lawn Sprinkler, Rain Gutters, Cable Available, High Speed Internet Available, Fully Fenced, Community Pool, Park, Playground, Side",No,,"623 Colgate Circle Princeton, TX 75407",623 Colgate Circle,,Princeton,TX,75407,623 Colgate Circle,,,4/3.00,2252,Vacant-Unrented,Yes,0,,2395,,,,2026-07-01,,,0,2395,,,2076,1840,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2095,No,No,"6237 Stone Lake Drive Fort Worth, TX 76179","6237 Stone Lake Drive Fort Worth, TX 76179",,No,,"6237 Stone Lake Drive Fort Worth, TX 76179",6237 Stone Lake Drive,,Fort Worth,TX,76179,6237 Stone Lake Drive,,,4/2.00,2095,Vacant-Unrented,No,411,2495,2095,,2022-10-19,2025-04-28,2025-12-05,,,0,2095,2025-12-05,2025-05-08,1337,1105,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2350,No,No,"626 Arawe W Circle (Service fee) - 626 Arawe W Circle Irving, TX 75060",626 Arawe W Circle (Service fee),,Yes,,"626 Arawe W Circle Irving, TX 75060",626 Arawe W Circle,,Irving,TX,75060,626 Arawe W Circle (Service fee),,,6/2.50,2277,Vacant-Unrented,Yes,13,2550,2350,,2024-03-15,2026-05-31,2026-06-05,,,0,2350,2026-04-17,2026-06-10,13,137,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1895,No,No,"635 Beltrand Lane (Approvals - Viren) - 635 Beltrand Lane Fate, TX 75087",635 Beltrand Lane (Approvals - Viren),,No,,"635 Beltrand Lane Fate, TX 75087",635 Beltrand Lane,,Fate,TX,75087,635 Beltrand Lane (Approvals - Viren),,,4/2.00,1835,Vacant-Rented,Yes,13,2188.15,1895,1895,2024-07-06,2026-05-31,,2026-06-20,,0,1895,2026-04-20,2026-06-10,1508,1276,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3395,No,No,"6405 Sapphire Drive McKinney, TX 75070   (City and HOA Reg must) - 6405 Sapphire Drive McKinney, TX 75070","6405 Sapphire Drive McKinney, TX 75070   (City and HOA Reg must)",,No,,"6405 Sapphire Drive McKinney, TX 75070",6405 Sapphire Drive,,McKinney,TX,75070,"6405 Sapphire Drive McKinney, TX 75070   (City and HOA Reg must)",,,4/3.50,3331,Vacant-Unrented,Yes,13,2995,3395,,2024-07-15,2026-05-31,2026-06-06,,,0,3395,2026-04-23,2026-06-10,1709,1476,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
4745,No,No,"6852 Thistlewood Ln Frisco, TX 75034","6852 Thistlewood Ln Frisco, TX 75034",,No,,"6852 Thistlewood Ln Frisco, TX 75034",6852 Thistlewood Ln,,Frisco,TX,75034,6852 Thistlewood Ln,,,5/4.00,4507,Vacant-Unrented,Yes,13,4200,4745,,2024-04-15,2026-05-31,2026-06-10,,"The owner currently occupies the house. To schedule a showing, please call Vaishnavi at (616) 676-6744. Alternatively, you can reach out to Anjali at 972-591-8075 or via email at anjali@vprealtyservices.com. If you have an agent, please use Broker Bay at (800) 257-1242 for the showing.

Beautiful 5 bedroom Shaddock home in Pearson Farms. This luxurious home features Hand Scraped Hardwood floors, Plantation Shutters throughout, a spacious family room with a soaring 20 ft ceiling, and an impressive Stone Fireplace. The spacious island kitchen boasts an elegant hood with corbels, granite, double ovens, and a walk-in pantry. The open floor plan has a master suite with a spa-like master bath, and a second bedroom down, 3 bedrooms, a loft area with a built-in desk, a game room, and a media room up. We covered the patio with a fire pit in the backyard. Includes refrigerator, washer, and dryer. Home theater, water filter, and security system, community pool, park, and playground just down the street. Close to Dallas North Tollway and Downtown Frisco.

- The home will be available on 04/01/2024
- Homeowners' Association (HOA) fees are covered by the owners
- Washer-Dryer-Refrigerator are included
- No housing vouchers or Section 8
- Application fee of $65 per adult
- Apply online at vprealtyservices.com (No TAR applications)
- Please mention your broker's name and number in the online application if applicable

(PET POLICY):
- Pets are welcome. The pet deposit is $600 for each pet, and it is refundable.

(REQUIREMENT):
- The Credit requirement is on a case-by-case basis. If the credit scores are lower then more deposits may be needed
- Rental history, income, background, and credit history will be verified
- Monthly income must be at least 3 times the monthly rent.

(DEPOSIT):
- The deposit is a minimum of one month's rent, subject to case-by-case evaluation and credit assessment.
- Qualification in the slides below

Please note: If the home is not listed on the VP Realty website, it means it has been leased.
For further inquiries or to schedule a viewing, please text 214-597-0294 or leave a voicemail for a live agent.

Questions for this home:
Call Anjali Sangtani: 972-591-8075, or anjali@vprealtyservices.com.
Leasing Number: +1 (214) 597-0294

To begin the application process and review the qualification criteria, please visit the following link:
https://tinyurl.com/ycksezpk

Don't miss out on this incredible opportunity to secure this beautiful new home. Apply now and make it yours!",0,4745,2026-06-10,2026-06-10,1636,1404,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3595,No,No,"700 Thetford Lane Plano, TX 75074","700 Thetford Lane Plano, TX 75074",,No,,"700 Thetford Lane Plano, TX 75074",700 Thetford Lane,,Plano,TX,75074,700 Thetford Lane,,,4/3.50,3265,Vacant-Rented,Yes,15,3846.65,3595,3595,2024-06-22,2026-05-29,,2026-06-15,,0,3595,2026-06-04,2026-06-08,1699,1467,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2550,No,No,"706 South Jupiter Road Unit 801 Allen, TX 75002","706 South Jupiter Road Unit 801 Allen, TX 75002",,No,,"706 South Jupiter Road Unit 801 Allen, TX 75002",706 South Jupiter Road,Unit 801,Allen,TX,75002,706 South Jupiter Road,,,4/4.00,1907,Vacant-Unrented,No,521,2450,2550,,2019-08-01,2025-01-08,2025-01-08,,"Rent $ 2550 Per Month

Currently occupied with the tenant Michelle Garcia  (956) 312-7189 . Please call or text our current residents to schedule a showing. They will allow scheduling a showing. If they don't allow then it will be available for showing only after the tenant moves.

This Spacious low maintenance Town home in Allen has a lot to offer. Washer-Dryer and
Refrigerator are included. Granite counter tops, Move-in ready condition! Guest suite downstairs
could be used as master in addition to main master bedroom upstairs. Fenced Backyard. Hurry
this won't last long! Close to Allen shopping, restaurants.

- Home is available from 07/01/2022
- Pets are welcome ($500 refundable per pet)
- HOA is paid by owners.
- No housing vouchers, no section 8
- Longer lease is preferred
- $55 per adult application fee.
- Apply at vprealtyservices.com
- Application has to be online only at VP Realty, No Tar applications
- Mention your broker name and number in online application if applicable

If you don't see home on VP Realty website then it means it is leased.
Text 214 597 0294 or leave VM for a live agent

This is the link for the application process and qualification criteria
https://tinyurl.com/y3a97pmc",0,2550,2025-01-18,2025-01-18,231,254,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1625,No,No,"709 Wyche (Service fee) - 709 Wyche Irving, TX 75061",709 Wyche (Service fee),,Yes,,"709 Wyche Irving, TX 75061",709 Wyche,,Irving,TX,75061,709 Wyche (Service fee),,,3/2.00,2236,Vacant-Unrented,No,557,,1625,,2019-04-15,2024-12-03,2024-12-13,,"Perfect quaint one story home, brand new carpet throughout as well as a fresh coat of paint in a quiet established community! This home offers 2 living areas, 3 good sized bedrooms,walk in closet in the master, covered carport and a large backyard with a covered patio! You'll have to see it for yourself to appreciate it! You can see this home anytime using the combo code 1975. Take your time looking around!",0,1625,2024-12-13,2024-12-13,11,143,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3995,No,No,"7110 Pampas Place - 7110 Pampas Place Venus, TX 76084",7110 Pampas Place,,No,,"7110 Pampas Place Venus, TX 76084",7110 Pampas Place,,Venus,TX,76084,7110 Pampas Place,,,5/4.00,3908,Vacant-Unrented,Yes,0,,3995,,,,2025-02-01,,,0,3995,2025-01-10,,1828,1594,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2795,No,No,"725 Morningside Trail, Murphy TX 75094 - 725 Morningside Trail Murphy, TX 75094","725 Morningside Trail, Murphy TX 75094",,No,,"725 Morningside Trail Murphy, TX 75094",725 Morningside Trail,,Murphy,TX,75094,"725 Morningside Trail, Murphy TX 75094",,,4/3.00,2857,Vacant-Unrented,No,82,2795,2795,,2026-03-15,2026-03-23,2026-04-02,,,0,2795,2026-04-02,2026-04-02,2035,1800,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3495,No,No,"728 Kendall lane Celina, TX 75009","728 Kendall lane Celina, TX 75009",,No,,"728 Kendall lane Celina, TX 75009",728 Kendall lane,,Celina,TX,75009,728 Kendall lane,,,5/4.00,2897,Vacant-Rented,Yes,0,,3495,3200,,,,2026-07-01,,0,3495,2026-04-25,,2057,1822,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2395,No,No,"7314 Westhaven Dr (Tenants maintains himself at his expense, owner approval must if there is expense) - 7314 Westhaven Dr Rowlett, TX 75089","7314 Westhaven Dr (Tenants maintains himself at his expense, owner approval must if there is expense)",,No,,"7314 Westhaven Dr Rowlett, TX 75089",7314 Westhaven Dr,,Rowlett,TX,75089,"7314 Westhaven Dr (Tenants maintains himself at his expense, owner approval must if there is expense)",,,4/3.50,3120,Vacant-Unrented,No,11,2395,2395,,2024-12-19,2026-06-02,2026-06-12,,,0,2395,2026-06-12,2026-06-12,42,149,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
4295,No,No,"7436 Stoney Point Dr, Plano , 75025 - 7436 Stoney Point Dr Plano, TX 75025","7436 Stoney Point Dr, Plano , 75025",,No,,"7436 Stoney Point Dr Plano, TX 75025",7436 Stoney Point Dr,,Plano,TX,75025,"7436 Stoney Point Dr, Plano , 75025",,,4/5.00,3604,Vacant-Unrented,Yes,0,,4295,,,,2026-01-02,,,0,4295,2026-01-05,,2008,1773,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2895,Yes,Yes,"7611 Cordova Drive ( City inspection/rental registration required) - 7611 Cordova Drive Frisco, TX 75035",7611 Cordova Drive ( City inspection/rental registration required),,No,,"7611 Cordova Drive Frisco, TX 75035",7611 Cordova Drive,,Frisco,TX,75035,7611 Cordova Drive ( City inspection/rental registration required),,,2.5,2390,Vacant-Unrented,Yes,6,,2895,,,,2026-06-08,,,0,2895,2026-06-08,,2072,"Singh Pawar, Surender",Nishant Nanani: nishant@vprealtyservices.com: 903-213-3818 (#6)
2150,No,No,"7612 Jerome Dr (Service Fee) - 7612 Jerome Dr Plano, TX 75025",7612 Jerome Dr (Service Fee),,Yes,,"7612 Jerome Dr Plano, TX 75025",7612 Jerome Dr,,Plano,TX,75025,7612 Jerome Dr (Service Fee),,,3/2.00,1963,Vacant-Unrented,Yes,13,2400,2150,,2024-05-13,2026-05-31,2026-06-07,,,0,2150,2026-05-11,2026-06-10,1348,1116,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2895,No,No,"7657 Ravenhill - 7657 Ravenhill Frisco, TX 75035",7657 Ravenhill,,No,,"7657 Ravenhill Frisco, TX 75035",7657 Ravenhill,,Frisco,TX,75035,7657 Ravenhill,,,4/3.00,2585,Notice-Unrented,Yes,,2495,2895,,2025-07-15,2026-06-30,2026-07-06,,,0,2895,2026-05-25,2026-07-10,93,152,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1995,Yes,Yes,"7713 Gus Wilson Drive McKinney, TX 75071  (City and HOA Reg must) - 7713 Gus Wilson Drive McKinney, TX 75071","7713 Gus Wilson Drive McKinney, TX 75071  (City and HOA Reg must)",,No,,"7713 Gus Wilson Drive McKinney, TX 75071",7713 Gus Wilson Drive,,McKinney,TX,75071,"7713 Gus Wilson Drive McKinney, TX 75071  (City and HOA Reg must)",,,3/2,1481,Vacant-Rented,Yes,60,1895,1995,,2025-01-10,2026-05-31,2026-06-05,2026-06-15,,0,1995,2026-04-15,2026-06-10,1816,"Saurabh Abhishek, Akhil Singhal,",Jeel Hemrajani: jeel@vprealtyservices.com: 903-776-4548 (#7)
1995,Yes,Yes,"7733 Ruellia Rd McKinney, TX 75071 (City and HOA Reg must) - 7733 Ruellia Rd McKinney, TX 75071","7733 Ruellia Rd McKinney, TX 75071 (City and HOA Reg must)",,Yes,,"7733 Ruellia Rd McKinney, TX 75071",7733 Ruellia Rd,,McKinney,TX,75071,"7733 Ruellia Rd McKinney, TX 75071 (City and HOA Reg must)",,,3/2,1407,Vacant-Unrented,Yes,58,2095,1995,,2025-07-10,2026-05-11,2026-05-21,,,0,1995,2026-04-17,2026-05-21,1805,"Deshpande, Alok Shrikant",Jeel Hemrajani: jeel@vprealtyservices.com: 903-776-4548 (#7)
1750,No,Yes,"778 Camden Drive Lavon, TX 75166","778 Camden Drive Lavon, TX 75166",,No,,"778 Camden Drive Lavon, TX 75166",778 Camden Drive,,Lavon,TX,75166,778 Camden Drive,,,3/2.00,1636,Vacant-Unrented,No,8,,1750,,2024-08-15,2026-06-05,2026-06-15,,,0,1750,2026-05-26,2026-06-15,602,950,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2445,No,No,"783 Crestridge Drive, Lavon, Texas 75166 - 783 Crestridge Drive Lavon, TX 75166","783 Crestridge Drive, Lavon, Texas 75166",,No,,"783 Crestridge Drive Lavon, TX 75166",783 Crestridge Drive,,Lavon,TX,75166,"783 Crestridge Drive, Lavon, Texas 75166",,,3/2.00,1590,Vacant-Unrented,Yes,0,,2445,,,,2026-01-01,,,0,2445,2025-12-03,,1999,1765,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2095,No,No,"7917 Gilbert Street McKinney, TX 75071 - 7917 Gilbert Street McKinney, TX 75071","7917 Gilbert Street McKinney, TX 75071",,No,,"7917 Gilbert Street McKinney, TX 75071",7917 Gilbert Street,,McKinney,TX,75071,"7917 Gilbert Street McKinney, TX 75071",,,3/2.00,1480,Vacant-Unrented,Yes,0,,2095,,,,2026-04-05,,,0,2095,2026-02-17,,2032,1797,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3295,No,No,"8044 Zeppos Drive - 8044 Zeppos Drive Plano, TX 75024",8044 Zeppos Drive,,No,,"8044 Zeppos Drive Plano, TX 75024",8044 Zeppos Drive,,Plano,TX,75024,8044 Zeppos Drive,,,3/3.50,2389,Vacant-Rented,Yes,13,3095,3295,3295,2024-06-13,2026-05-31,,2026-06-15,,0,3295,2026-06-10,2026-06-10,1683,1451,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3095,Yes,Yes,"809 Park Place Ln. McKinney, TX 75071  (City and HOA Reg must) - 809 Park Place Ln. McKinney, TX 75071","809 Park Place Ln. McKinney, TX 75071  (City and HOA Reg must)",,Yes,,"809 Park Place Ln. McKinney, TX 75071",809 Park Place Ln.,,McKinney,TX,75071,"809 Park Place Ln. McKinney, TX 75071  (City and HOA Reg must)",,,4/3.50,2705,Vacant-Unrented,Yes,32,3100,3095,,2025-04-17,2026-05-31,2026-06-05,,,0,3095,2026-05-13,2026-06-10,1638,"Engineer, Sagar",Nishant Nanani: nishant@vprealtyservices.com: 903-213-3818 (#6)
3195,No,No,"8114 Foraker Street Frisco , TX 75034 (HOA reg must) - 8114 Foraker Street FriscoÂ , TX 75034","8114 Foraker Street Frisco , TX 75034 (HOA reg must)",,No,,"8114 Foraker Street FriscoÂ , TX 75034",8114 Foraker Street,,FriscoÂ ,TX,75034,"8114 Foraker Street Frisco , TX 75034 (HOA reg must)",,,4/3.50,2288,Vacant-Unrented,Yes,0,,3195,,,,2025-06-18,,,0,3195,,,1914,1680,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2350,Yes,Yes,"813 Cottonwood Way Royse City, TX 75189","813 Cottonwood Way Royse City, TX 75189",,No,,"813 Cottonwood Way Royse City, TX 75189",813 Cottonwood Way,,Royse City,TX,75189,813 Cottonwood Way,,,4/3,2347,Vacant-Unrented,Yes,61,2495,2350,,2023-06-01,2026-05-31,2026-06-10,,,0,2350,2026-04-14,2026-06-10,1456,813 Cottonwood (Milan Shah),Jeel Hemrajani: jeel@vprealtyservices.com: 903-776-4548 (#7)
,No,No,"816 Breakwater Dr Princeton, TX 75407","816 Breakwater Dr Princeton, TX 75407",,No,,"816 Breakwater Dr Princeton, TX 75407",816 Breakwater Dr,,Princeton,TX,75407,816 Breakwater Dr,,,,,Vacant-Unrented,Yes,0,,,,,,,,,0,,,,1921,1687,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
,No,No,"8537 Nicholson Drive Frisco, 75036","8537 Nicholson Drive Frisco, 75036",,No,,"8537 Nicholson Drive Frisco, 75036",8537 Nicholson Drive,,Frisco,,75036,8537 Nicholson Drive,,,,,Vacant-Unrented,Yes,0,,,,,,,,,0,,,,1817,1583,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
